date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:08:28	46889/46889	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2008%20Sep%202024%2003:57:00%20GMT	https://w.ladicdn.com/s768x635/5e51ff6161a254079fc6d2ed/untitled-1-3-20231009144430-efgub.jpg	/var/www/copy-web/weddding2/w.ladicdn.com/s768x635/5e51ff6161a254079fc6d2ed/untitled-1-3-20231009144430-efgub.jpg	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:28	740963/740963	---MCZ	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2003:56:09%20GMT	https://w.ladicdn.com/s650x750/5e51ff6161a254079fc6d2ed/thiet-ke-chua-co-ten-31-1-20231009123356-eonip.png	/var/www/copy-web/weddding2/w.ladicdn.com/s650x750/5e51ff6161a254079fc6d2ed/thiet-ke-chua-co-ten-31-1-20231009123356-eonip.png	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:29	57713/57713	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2003:56:11%20GMT	https://w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-34-20231009123127-em5lv.jpg	/var/www/copy-web/weddding2/w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-34-20231009123127-em5lv.jpg	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:30	85659/85659	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2003:56:08%20GMT	https://w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-27-20231009123127-jxx1n.jpg	/var/www/copy-web/weddding2/w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-27-20231009123127-jxx1n.jpg	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:31	49062/49062	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2003:56:08%20GMT	https://w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-23-20231009123127-kxerc.jpg	/var/www/copy-web/weddding2/w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-23-20231009123127-kxerc.jpg	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:32	47780/47780	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2003:56:08%20GMT	https://w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-6-20231009123127--gda_.jpg	/var/www/copy-web/weddding2/w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-6-20231009123127--gda_.jpg	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:33	52436/52436	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2008%20Sep%202024%2003:57:00%20GMT	https://w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-4-20231009123126-ut1x_.jpg	/var/www/copy-web/weddding2/w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-4-20231009123126-ut1x_.jpg	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:35	51528/51528	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2008%20Sep%202024%2003:57:02%20GMT	https://w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-30-20231009123127-uc5ms.jpg	/var/www/copy-web/weddding2/w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-30-20231009123127-uc5ms.jpg	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:35	87384/87384	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2003:56:13%20GMT	https://w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-28-20231009123127-wbykp.jpg	/var/www/copy-web/weddding2/w.ladicdn.com/s500x600/5e51ff6161a254079fc6d2ed/album-anh-cuoi-han-quoc-phim-truong-28-20231009123127-wbykp.jpg	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:36	44517/44517	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2019%20Aug%202024%2014:04:44%20GMT	https://w.ladicdn.com/s768x1203/5e51ff6161a254079fc6d2ed/backgrou-24-20231009140935-cgbq3.jpg	/var/www/copy-web/weddding2/w.ladicdn.com/s768x1203/5e51ff6161a254079fc6d2ed/backgrou-24-20231009140935-cgbq3.jpg	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:37	80873/80873	---MCZ	200	added ('OK')	image/png	date:Sun,%2008%20Sep%202024%2003:57:00%20GMT	https://w.ladicdn.com/s600x550/5e51ff6161a254079fc6d2ed/ban-sao-cua-anh-cuoi-klxtqs-2-300x267-1-20231009140935-cor7b.png	/var/www/copy-web/weddding2/w.ladicdn.com/s600x550/5e51ff6161a254079fc6d2ed/ban-sao-cua-anh-cuoi-klxtqs-2-300x267-1-20231009140935-cor7b.png	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
11:08:38	65537/65537	---MCZ	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2003:56:08%20GMT	https://w.ladicdn.com/s450x500/5e51ff6161a254079fc6d2ed/1693851088542-20230904181204-0xa4l.png	/var/www/copy-web/weddding2/w.ladicdn.com/s450x500/5e51ff6161a254079fc6d2ed/1693851088542-20230904181204-0xa4l.png	(from https://w.tuybutky.com/cuoi-thanh-tung---kim-trinh-3013)
